	1207,37,152
1650509	56,810,752,2393,1522,194,90,241,910,84,1680,620,337,37
1650510	643,37
1650511	127,921,455,231,15,46,131,236,221,37
1650512	537,464,402,38,37
1650513	268,37,2041,81,15,79,72
1650514	188,107,37
1650515	56,921,375,122,832,131,221,42,37,169
1650516	188,37
1650517	221,17,37,131
1650518	127,35,539,146,620,131,221,37
1650519	37,295,131
1650520	643,37,2874,764
1650521	37,68,76,257
1650522	269,37,986
1650523	643,107,37
1650524	56,122,218,131,37,5
1650525	90,37
1650526	37,192
1650527	2394,1662,285,478,228,167,37,1908
1650528	37,763
1650529	35,663,90,95,217,27,1360,848,37,177
1650530	451,85,568,246,15,152,37
1650531	37,122
1650532	107,37
1650533	1306,37,436
1650534	3483,37
1650535	107,37,505,131
1650536	37,122
1650537	1007,893,37,16
1650538	233,95,128,3009,536,37,702,1135
1650539	37,535
1650540	233,87,67,46,37,819
1650541	127,35,921,179,620,131,221,37
1650542	3493,122,286,131,37
1650543	37,548
1650544	547,37
1650545	563,88,37
1650546	37,131
1650547	127,14,218,2004,95,915,37
1650548	127,56,365,266,81,131,37,899
1650549	643,3465,1428,221,37
1650550	221,37,131
1650551	1063,167,37
1650552	107,46,436,131,221,37
1650553	221,127,37,131
1650554	568,37,825
1650555	37,128
1650556	221,56,37,921
1650557	221,37
1650558	107,37,131
1650559	337,37,231
1650560	37,764
1650561	136,90,806,77,217,17,208,757,88,37
1650562	35,770,624,37,505
1650563	308,1861,764,1788,37,386
1650564	243,37
1650565	56,921,436,128,131,221,37,899
1650566	188,37,221
1650567	15,221,37,160
1650568	910,37,279,441
1650569	37,4416
1650570	37,801
1650571	37,46
1650572	246,229,63,131,221,37,177
1650573	2,104,391,63,302,37,438
1650574	37,124
1650575	49,160,90,218,81,217,3,2128,272,510,37
1650576	455,179,2143,848,37
1650577	127,921,14,620,131,236,221,37
1650578	107,37,763
1650579	188,37,643,221
1650580	122,188,107,37,1859
1650581	2864,685,1112,37,588,589
1650582	308,455,1563,1577,2375,1771,60,37
1650583	1890,37,1035,910,1552
1650584	547,37,1932
1650585	37,1788
1650586	308,37,825,60
1650587	1233,97,544,272,1587,37,3591
1650588	221,37
1650589	37,122
1650590	35,37
1650591	56,37,436
1650592	90,382,37,192
1650593	2090,37,8
1650594	643,81,246,17,344,38,37,252
1650595	179,37,143,204
1650596	2522,37,848,643
1650597	37,455
1650598	538,112,1131,15,1344,436,113,501,167,37,48
1650599	441,279,81,705,2747,37
1650600	37,38,14
1650601	643,1428,910,2225,37
1650602	37,373,176
1650603	37,128
1650604	592,188,1306,37,702
1650605	406,1065,37
1650606	2146,37
1650607	269,97,1522,568,666,890,373,154,177,1200,221,1246,37,169
1650608	56,1392,95,221,37
1650609	37,38,2096
1650610	1821,56,37,95
1650611	221,127,37,131
1650612	37,752
1650613	37,177,14
1650614	37,113,558
1650615	37,438
1650616	56,95,84,131,221,37
1650617	978,204,396,188,518,679,2818,688,15,46,1624,167,37,485,627
1650618	188,37
1650619	107,85,37
1650620	37,1552,776,131
1650621	37,2874
1650622	37,2044,1658,14
1650623	363,37,324
1650624	37,462
1650625	127,2437,160,14,2199,359,37
1650626	219,204,1627,478,325,37
1650627	37,899
1650628	2033,37,1766
1650629	378,396,238,68,1743,260,37,222
1650630	2514,95,2143,1591,2734,37
1650631	37,436
1650632	125,295,188,806,131,98,37,27
1650633	643,85,164,70,131,221,37
1650634	221,107,37,131
1650635	502,37
1650636	179,17,714,726,705,37
1650637	37,87,949
1650638	127,1217,1226,221,37
1650639	1821,103,87,3409,37
1650640	643,37
1650641	37,19,2631
1650642	643,188,218,1035,107,1344,536,37
1650643	188,536,37,131
1650644	1022,37,295
1650645	269,56,921,491,164,131,221,337,37,1660
1650646	179,37
1650647	37,133,236
1650648	35,136,2004,422,128,37
1650649	1207,304,98,868,37
1650650	417,107,657,536,37
1650651	811,84,146,131,37,27
1650652	400,37
1650653	705,107,37,188
1650654	46,107,37,436
1650655	910,308,37,60
1650656	417,763,37,128
1650657	624,133,806,154,37
1650658	56,37
1650659	467,188,90,342,81,891,146,38,37,899
1650660	204,188,154,107,46,436,192,478,37,5,477
1650661	35,85,231,107,192,131,1060,37,1072
1650662	204,68,15,43,38,37
1650663	1063,643,436,705,37,702
1650664	30,37,217
1650665	37,436,81,128
1650666	1000,37,558
1650667	35,37
1650668	643,37,544
1650669	228,37,910
1650670	37,2557
1650671	37,1072
1650672	127,35,164,81,3775,37,1300
1650673	15,37
1650674	37,286
1650675	1890,643,188,544,2010,893,107,37
1650676	56,37
1650677	90,37,2874
1650678	1890,37
1650679	188,278,37,128
1650680	125,295,278,236,357,98,124,221,1283,37,177,66
1650681	37,375
1650682	226,558,1919,166,67,7,1991,985,37,148
1650683	848,37
1650684	269,219,375,365,373,37,19
1650685	223,37,122
1650686	37,436
1650687	2608,233,1849,276,17,1832,38,3482,131,60,37,27
1650688	1233,179,365,718,37
1650689	643,37,436
1650690	35,1003,1821,295,194,90,806,81,544,1815,208,436,124,37,177
1650691	1890,37
1650692	3310,436,128,1385,705,37
1650693	56,643,1274,107,37
1650694	1233,525,104,357,1886,893,302,705,534,37
1650695	37,1591
1650696	127,37,14
1650697	37,46
1650698	37,702
1650699	37,764
1650700	56,37,592,131
1650701	37,801,421
1650702	37,152,27
1650703	37,1202
1650704	269,411,2353,38,131,88,37,93
1650705	221,37
1650706	663,37
1650707	37,187
1650708	37,1660
1650709	1890,37,5,1472
1650710	1890,37,702,2203
1650711	127,308,35,14,1577,60,37,177
1650712	179,502,37
1650713	651,1865,2405,1444,593,3547,938,37,177
1650714	37,921
1650715	228,1001,1579,342,1035,417,1456,763,3327,37
1650716	221,643,37,131
1650717	188,37
1650718	1821,85,38,37,3330
1650719	35,37,365
1650720	56,223,37,728
1650721	269,37
1650722	44,208,620,131,37,1072
1650723	684,37
1650724	44,212,103,286,129,1277,680,37,93
1650725	107,37
1650726	204,429,218,387,518,188,3348,17,539,46,272,258,131,221,37
1650727	90,37,505,81
1650728	663,37
1650729	127,1125,497,856,241,144,692,221,379,37
1650730	37,131,122
1650731	390,37,1132,377
1650732	37,272,3
1650733	1821,663,37,128
1650734	221,56,37,95
1650735	537,37,252,627
1650736	37,146,39
1650737	37,292,810
1650738	1378,4126,221,37,1506
1650739	37,436
1650740	1217,838,95,2130,2010,167,37
1650741	35,37,90,177
1650742	37,702,231
1650743	127,56,643,770,136,2905,429,223,764,15,107,128,221,37
1650744	441,1065,95,365,464,279,344,143,436,37,177
1650745	1217,30,131,37,177
1650746	663,218,2752,131,37
1650747	643,90,218,107,763,37,702
1650748	643,505,1217,136,90,179,266,81,87,27,107,32,143,131,37,177
1650749	35,37
1650750	188,2734,37,1182
1650751	1306,37,2173
1650752	893,37
1650753	910,37
1650754	628,37,85
1650755	90,37
1650756	37,87
1650757	37,422
1650758	483,37,643
1650759	37,177
1650760	35,37,535
1650761	90,37,296,879
1650762	90,37
1650763	295,231,81,107,131,221,37
1650764	37,422,532
1650765	37,122
1650766	37,217
1650767	35,801,373,131,37,421
1650768	37,208
1650769	167,37
1650770	1440,81,217,1277,236,37,177
1650771	188,342,221,37,377
1650772	592,81,217,37,177
1650773	37,1565
1650774	238,37
1650775	221,56,37,921
1650776	1063,231,3310,218,2317,1035,764,1428,1360,819,38,382,37,841
1650777	56,218,46,37,27
1650778	1063,643,544,949,37
1650779	56,592,112,307,373,1215,84,76,128,257,37
1650780	643,107,131,221,37
1650781	37,1815
1650782	1396,1063,592,136,575,46,32,38,124,37,702
1650783	592,231,107,436,131,37
1650784	4024,3053,437,37,3497
1650785	56,2874,200,1890,643,104,4265,187,702,295,3708,544,848,37,3760,1959,921,5,2203
1650786	221,37
1650787	37,131
1650788	452,15,17,599,37
1650789	37,208,1670,1226
1650790	35,663,107,46,436,37,702
1650791	231,292,81,38,37
1650792	2033,37,643
1650793	37,921,131
1650794	455,1591,107,38,37
1650795	37,216,1830
1650796	37,216,136
1650797	37,177,231
1650798	417,510,513,37
1650799	136,544,422,192,37
1650800	49,3,46,557,37
1650801	643,188,518,87,107,462,337,37
1650802	37,81
1650803	1063,643,188,1428,1054,37
1650804	231,90,568,272,37,93
1650805	122,278,547,37,505
1650806	218,167,37
1650807	377,37,357,81
1650808	429,37,921
1650809	35,95,365,107,46,705,37,702
1650810	188,37,81,396
1650811	127,2514,1670,238,3839,15,1504,620,359,450,131,221,510,37,2318,1265
1650812	352,37,46,60
1650813	37,921
1650814	1019,217,949,37,3661
1650815	234,37,1125
1650816	72,37,216,122
1650817	3469,538,205,568,95,1686,167,37,27,627
1650818	67,37,38,217
1650819	37,133,1598
1650820	357,1219,113,124,37
1650821	241,483,848,37,2907
1650822	663,37,776,763
1650823	429,3809,246,910,107,38,37,1766
1650824	663,2427,544,37,702
1650825	127,307,2245,1046,37
1650826	720,440,76,128,42,37
1650827	188,37,511,610
1650828	37,131
1650829	17,37
1650830	429,502,37
1650831	1063,3935,2980,2031,37,627
1650832	35,308,1577,60,37,377
1650833	127,921,455,14,131,221,37
1650834	37,131
1650835	37,764
1650836	107,37,122
1650837	848,37
1650838	136,77,37,93,2558
1650839	37,152,177
1650840	643,167,37,377
1650841	643,37,39,3236
1650842	90,1835,37
1650843	1009,37,398,963
1650844	643,107,436,131,221,37,177
1650845	3009,37
1650846	624,107,2631,131,221,37
1650847	2033,538,37,217,584
1650848	643,107,422,128,37
1650849	221,37,131
1650850	60,1577,37
1650851	1063,37
1650852	37,216
1650853	37,68,46
1650854	56,204,68,1428,1344,38,131,37
1650855	56,770,2180,90,37,518,373,143,128,422,532,584,27
1650856	37,136
1650857	35,268,97,610,122,107,37,222
1650858	84,37
1650859	1102,1999,429,15,2019,3251,37
1650860	37,217
1650861	37,1929,294
1650862	37,1209
1650863	37,131
1650864	37,965,2575,231
1650865	37,365,216,122
1650866	1301,15,2155,38,76,37,841
1650867	37,3619
1650868	188,223,544,893,107,436,128,37
1650869	657,37,79
1650870	221,37,131
1650871	90,37
1650872	37,1072,1859
1650873	536,37
1650874	308,502,37
1650875	595,538,295,278,95,436,131,221,848,37,1072
1650876	3138,37
1650877	125,139,1440,217,986,93,146,72,37,177,251,66
1650878	221,37,131
1650879	1890,37
1650880	95,743,37
1650881	643,188,27,107,436,37,177
1650882	262,49,267,254,219,81,43,965,876,72,537,15,502,369,37,452,359,41,27
1650883	1890,37,81
1650884	518,81,128,37,27
1650885	35,37,81
1650886	97,155,2128,359,72,37
1650887	15,387,37,1066
1650888	2778,37
1650889	37,1399,2569
1650890	107,37,128
1650891	216,624,217,38,143,37
1650892	37,98
1650893	37,505
1650894	35,37,164
1650895	17,37,143,81
1650896	37,2044,1859
1650897	56,37,95
1650898	197,24,868,37,1575
1650899	37,949,1859
1650900	37,518
1650901	643,37,177
1650902	37,81
1650903	107,37
1650904	188,37,187
1650905	643,37,3252
1650906	417,37
1650907	910,56,37,279
1650908	188,154,37,218
1650909	37,355
1650910	127,35,643,231,90,95,81,107,436,131,221,37
1650911	592,1653,87,37,627
1650912	37,128
1650913	221,37,477
1650914	37,8
1650915	218,37
1650916	455,411,131,192,72,37,377
1650917	37,491
1650918	56,107,37,68
1650919	221,37
1650920	417,37,544
1650921	188,37,46
1650922	179,95,436,4100,37
1650923	1198,37
1650924	37,240
1650925	212,37
1650926	127,643,2405,128,938,37,222
1650927	37,122
1650928	1102,17,37
1650929	532,37,580,2697
1650930	37,295,177
1650931	1283,37,1277
1650932	417,2561,128,657,37
1650933	37,421
1650934	188,37
1650935	37,143
1650936	35,37,497,416
1650937	37,258,136,421
1650938	188,56,37,97
1650939	37,2874
1650940	568,37,93
1650941	188,643,37
1650942	188,107,37
1650943	221,37,131
1650944	269,231,1177,1440,70,1394,38,88,37,251
1650945	127,49,766,122,3,620,131,379,37
1650946	35,56,921,844,128,131,221,37
1650947	1268,104,422,316,532,3461,37,5
1650948	49,56,1591,272,221,379,37
1650949	37,544
1650950	15,37
1650951	37,702
1650952	217,107,152,192,37,5
1650953	212,37,177,136
1650954	37,592
1650955	221,37,921,131
1650956	536,37
1650957	269,365,217,764,146,1283,37,251
1650958	37,81
1650959	240,1042,2155,1212,1399,200,2453,643,940,1525,743,411,866,558,764,488,436,325,534,702,1063,31,734,1747,3268,771,1301,799,392,37,485,79,41,148,841
1650960	221,37,131
1650961	107,37,131
1650962	204,95,965,113,131,37
1650963	233,365,422,38,949,1940,37
1650964	262,112,3554,1059,2245,1042,1360,502,167,37,841
1650965	37,2100
1650966	125,37
1650967	37,464
1650968	216,37,806,81,177,1283,505
1650969	305,37,104
1650970	127,122,179,218,266,81,17,267,146,143,359,450,46,620,88,37,899
1650971	132,429,81,228,37
1650972	221,37,921
1650973	1003,37
1650974	620,37,455,131
1650975	1890,154,37,131
1650976	663,37
1650977	37,128
1650978	221,37
1650979	37,455
1650980	455,81,881,46,620,128,37,535
1650981	848,37,643
1650982	107,37,131
1650983	37,175,38,152
1650984	35,37
1650985	85,72,14,122,560,217,3,241,304,146,143,46,848,37
1650986	4209,37
1650987	766,37,204
1650988	37,2203
1650989	35,56,921,365,806,881,17,131,221,37
1650990	72,1577,217,60,37
1650991	37,728,81,592
1650992	1843,610,1607,107,436,37
1650993	37,2012
1650994	15,131,221,37,177
1650995	1351,94,63,37,3291
1650996	37,5,27,131
1650997	1940,37,558
1650998	37,27
1650999	1063,643,764,1428,107,37,702,841
1651000	37,2881,763
1651001	710,37
1651002	231,217,502,37,318
1651003	37,763
1651004	620,37,365
1651005	643,37,436,131
1651006	833,269,378,390,3382,90,87,81,133,152,146,32,19,46,620,584,37,157
1651007	518,15,17,131,221,37
1651008	67,37
1651009	188,643,37
1651010	1591,76,2559,37,27
1651011	1063,643,1757,429,218,536,37,841
1651012	136,568,217,406,67,152,37
1651013	1102,37
1651014	107,37
1651015	643,37
1651016	1063,37,627
1651017	218,107,37
1651018	37,46,131
1651019	37,147,251,241
1651020	15,37
1651021	643,37
1651022	848,37,763
1651023	221,37
1651024	37,1344,8
1651025	536,626,188,27,46,1296,436,502,37,377,176
1651026	56,85,122,2143,81,131,37
1651027	844,84,628,37,19
1651028	56,37,844,131
1651029	620,37,133
1651030	127,35,131,221,37,899
1651031	707,177,37,27,176
1651032	37,365
1651033	37,146,177
1651034	15,37,188
1651035	91,37,72,117
1651036	104,534,37,1260
1651037	1821,1358,147,915,2144,37
1651038	37,44
1651039	37,763
1651040	534,377,2919,4098,544,1042,4032,763,848,167,37,1660,841
1651041	221,127,37,131
1651042	37,24
1651043	3708,1919,483,705,2747,37,841
1651044	122,194,90,548,37
1651045	482,37
1651046	37,131
1651047	221,710,37
1651048	37,95
1651049	37,728
1651050	921,387,292,15,17,46,43,128,131,221,37,899
1651051	197,643,441,188,279,436,200,37,841,2203
1651052	868,37
1651053	37,46
1651054	133,37,252,620
1651055	15,37,1580,467
1651056	114,1707,469,37,589
1651057	643,219,133,131,1030,37
1651058	643,37,177
1651059	204,37,421
1651060	90,15,131,37,421
1651061	107,128,705,37,51
1651062	584,37,131
1651063	1607,868,37,436
1651064	188,107,37
1651065	269,233,455,97,1643,812,1157,133,81,373,548,152,2144,257,502,37
1651066	2143,133,2891,143,131,37
1651067	2279,37
1651068	643,37
1651069	643,223,37,949
1651070	35,56,921,46,37,899
1651071	37,128
1651072	893,37,208,949
1651073	37,1035
1651074	28,2871,855,128,37
1651075	1102,592,14,396,188,68,15,221,131,2251,37,982
1651076	107,37,702
1651077	37,152,2598
1651078	127,93,37,131
1651079	538,288,1303,246,37,377,477
1651080	14,231,217,240,84,37,819
1651081	15,37
1651082	37,131,1265
1651083	221,37,518,131
1651084	2027,782,2189,422,37
1651085	279,37,27
1651086	179,560,133,81,84,46,620,422,343,131,37,5,2395,1537
1651087	37,27,131
1651088	643,167,37,478
1651089	127,35,921,136,131,221,37
1651090	37,1859,122
1651091	37,838,899
1651092	3951,37
1651093	363,37
1651094	884,37,195
1651095	37,296
1651096	643,37
1651097	221,127,37,131
1651098	84,584,37,257
1651099	127,308,179,518,881,15,267,620,131,221,848,369,37,1283
1651100	37,46,32
1651101	643,2453,188,68,764,1072,152,848,37,19,477
1651102	81,208,146,37,177
1651103	296,179,365,133,42,37,438,1537
1651104	37,81
1651105	37,702
1651106	91,30,37,2881
1651107	910,37,1766,128
1651108	125,35,921,624,806,1927,1570,131,221,37,118,505,93
1651109	676,49,56,2215,223,43,60,37,93
1651110	35,288,136,563,365,624,217,406,1256,128,37,177
1651111	127,179,37,1265
1651112	37,876
1651113	107,37,38
1651114	620,37,131
1651115	643,188,305,218,90,87,107,1344,46,1256,436,131,228,208,37,1072,169
1651116	104,534,37
1651117	97,81,107,46,146,37,254,421
1651118	538,204,179,107,1199,37
1651119	37,46
1651120	127,35,204,231,2162,37,222
1651121	127,97,266,1055,192,718,37,252,1537
1651122	37,231
1651123	221,37,14
1651124	932,162,97,810,188,279,68,15,107,1344,46,536,37,1859
1651125	218,624,84,692,208,848,37
1651126	90,37,763
1651127	221,37,131
1651128	221,37,131
1651129	37,763
1651130	37,2642,1575,1146
1651131	2623,643,307,218,3009,764,15,107,436,848,37
1651132	1454,2427,37,702
1651133	643,37,131
1651134	3622,103,452,87,32,72,37
1651135	440,37,131,122
1651136	643,1824,94,893,107,282,316,2888,37
1651137	37,131
1651138	1132,254,634,35,491,179,440,464,87,337,37,136,231,103,77,217,192,41,27
1651139	1745,37,131
1651140	35,14,90,2802,357,1447,37
1651141	37,1344,81
1651142	921,14,1256,1377,46,131,221,37,1072
1651143	1063,56,218,95,107,949,131,221,2747,37,627
1651144	2556,226,2368,37,611
1651145	221,37
1651146	56,37,774
1651147	37,106,588
1651148	37,518,46
1651149	179,37
1651150	643,37
1651151	643,37
1651152	37,2041
1651153	37,131
1651154	85,223,240,155,76,32,251,491,97,133,84,216,464,87,260,337,37,801,952,1360,462,797,16
1651155	406,37,935
1651156	868,37,36,1146
1651157	893,37
1651158	188,1035,2559,37,2907
1651159	179,133,241,107,620,98,236,131,369,37
1651160	37,396
1651161	35,663,295,340,81,177,43,1277,37,377,93,66
1651162	104,37,1183,112
1651163	1102,640,881,620,131,37
1651164	197,104,63,828,37,3069
1651165	56,770,279,728,17,128,228,37
1651166	37,9,675,1641
1651167	37,422,782
1651168	429,577,37,2177
1651169	1063,1125,235,17,1832,316,37
1651170	292,81,221,510,37,93
1651171	179,37,97,81
1651172	382,37,610
1651173	37,131
1651174	56,544,15,893,131,221,37
1651175	307,37,832,1377
1651176	35,379,37
1651177	37,97
1651178	269,37
1651179	37,373
1651180	314,275,292,154,1060,1030,510,37
1651181	365,782,46,422,316,436,37
1651182	3568,592,2180,37,177
1651183	37,436
1651184	37,131
1651185	534,37,438,525
1651186	643,37
1651187	46,177,37,272
1651188	279,37,219,260
1651189	188,2919,223,107,436,37
1651190	378,14,204,231,223,133,81,373,217,406,46,1030,37,93
1651191	238,37,1201
1651192	85,216,136,365,266,240,84,3251,1755,37,254
1651193	37,81
1651194	17,2668,37,241
1651195	107,37
1651196	221,14,37,131
1651197	37,177
1651198	37,95
1651199	269,49,452,32,37,477
1651200	221,37
1651201	1423,37,373
1651202	103,81,84,152,53,337,369,37
1651203	1821,518,221,1940,37
1651204	35,269,85,136,122,90,1537,81,217,1607,84,152,667,143,37,702,169,535
1651205	37,32,359,219
1651206	1258,1890,218,3009,37,702
1651207	221,37,46,131
1651208	643,188,87,107,37
1651209	127,37
1651210	37,131
1651211	467,452,15,1829,475,37
1651212	643,188,278,107,436,131,221,3009,37
1651213	37,377
1651214	1821,848,37
1651215	37,128
1651216	37,217,25
1651217	125,35,44,455,188,70,910,272,37
1651218	221,37,643
1651219	752,2802,357,2375,107,46,436,131,221,37,627,66
1651220	317,37
1651221	37,85,752
1651222	37,1428
1651223	37,464,81
1651224	868,37,2203
1651225	1373,37
1651226	90,37,216,910
1651227	127,2244,84,46,620,131,221,37
1651228	848,37
1651229	1078,378,37,1060
1651230	133,37,51,131
1651231	37,136
1651232	42,37,324
1651233	221,37,81,14
1651234	221,37
1651235	42,37
1651236	218,547,37
1651237	1063,643,14,122,223,797,450,131,221,37,19,176
1651238	49,518,81,32,379,37
1651239	1035,37,192
1651240	15,37
1651241	37,436
1651242	620,37,295,81
1651243	921,133,131,450,221,37
1651244	787,15,46,344,37
1651245	37,1830
1651246	37,436
1651247	84,37
1651248	37,1344,2421
1651249	37,131
1651250	759,104,212,200,37
1651251	1463,133,1692,373,1204,37,19
1651252	510,37
1651253	663,844,910,848,37
1651254	3123,940,1403,1747,1301,2575,37
1651255	56,921,131,221,37
1651256	851,37,3,722,230,72,214
1651257	429,37,76
1651258	446,286,1085,2806,255,37,66
1651259	429,218,188,95,107,131,536,37
1651260	188,37,68
1651261	37,949
1651262	910,37,643,422
1651263	37,2458,97
1651264	2081,352,37,44
1651265	127,37
1651266	219,352,890,133,452,832,1373,154,726,41,37,27,1553
1651267	3251,37,84
1651268	197,37
1651269	37,2575
1651270	188,107,37
1651271	417,37,3946,910
1651272	657,536,37
1651273	56,85,592,295,296,90,1065,175,1680,1672,17,37,588
