	47,413,792,495
705282	61,44,2,1334,47,334,33,195,311,302,165
705283	47,495
705284	294,371,156,47,495,334,437,374,281
705285	1630,47
705286	440,47
705287	54,47
705288	85,319,94,2,47,334,374,190
705289	374,47,24
705290	1334,47
705291	224,2,47,1799,991,437,118,3633
705292	294,371,47,334
705293	47,495
705294	371,503,214,47
705295	294,114,134,371,553,47,334,58,214
705296	1096,449,47,1472,251,66
705297	503,294,371,47,334,437,214
705298	99,4476,87,47,82,421,43,42,535
705299	47,526
705300	71,312,925,174,719,125,93,66,413,99,646,206,2229,273,570,158,261,29,655,460,47,77,25,159,285,258,53,757,5
705301	784,186,2,47
705302	907,47,495
705303	96,164,371,78,334,70,495,2744,1263,34,376,2299,43,767,1826,742,294,830,6,527,1567,8,118,629,525,47,159,285
705304	104,47
705305	301,28,737,2651,1323,391,47,210,271,1179,5,249
705306	294,371,326,47,439,334,437
705307	2135,47,186,16,1424
705308	47,495
705309	47,195
705310	85,294,376,371,78,47,334,458,159,437,80,121,607,341,4,261,214
705311	503,249,2,371,47,334,214
705312	139,85,94,47,22,304,48,612
705313	1314,224,94,151,47,1664,57,859,1113,2549,522,1391,33,784,48
705314	203,503,44,294,2,78,47,334,495,158,437,16,1013,173,214
705315	197,225,3021,24,78,346,57,300,7,22,495,200,869,66,465,61,54,104,1944,603,166,186,187,4,534,224,142,114,141,2490,69,1260,2258,1713,134,47,111,2921,80,113,195,48,148,0
705316	294,47,334
705317	47,495
705318	288,61,2,212,47,8,361
705319	294,371,47,334
705320	47,495
705321	5,47,495
705322	160,47,334,828,89
705323	150,78,1028,57,2970,89,406,11,59,3082,1650,1852,44,2303,180,306,1424,648,172,654,47,58,824,48,2588
705324	203,606,1019,24,446,164,278,230,98,1002,66,484,1495,61,286,859,186,187,374,612,295,142,402,208,8,101,136,147,47,80,16
705325	252,460,47
705326	139,614,294,2,371,47,355,334,181,437,463,261,438,540
705327	1671,63,33,211,320,2,326,534,294,112,439,321,528,654,47,437,3172,195,53,1257
705328	47,57,1848
705329	294,47,12,991
705330	132,47
705331	305,47
705332	29,1107,754,403,283,47,2152,2472,1139,354
705333	446,150,47,1277,98,124,612,66
705334	408,503,214,47
705335	197,2,47,334,25,229,48,625
705336	159,47
705337	47,495
705338	47,495
705339	4183,47,79,1503,947,717,2889,2370
705340	47,720
705341	322,47,104
705342	139,101,211,2,54,920,434,47,1143,495,916,304,1539,1834,343,635,4,118
705343	197,47,129,1336,48
705344	440,47,495
705345	603,2094,47,768,828,683,2379,89
705346	150,47,16
705347	47,495
705348	371,285,47,334
705349	47,495
705350	156,47,495
705351	2079,31,851,340,78,47,695,768,70,126,527,1594,258,8,374,110,48,612
705352	104,1334,47,550,527,186
705353	212,47
705354	47,495,334
705355	484,925,224,1268,24,394,283,47,580,229,235,129,1356,502
705356	229,271,47
705357	203,47
705358	47,158,309,311,431
705359	431,47
705360	371,47,334,437,121
705361	261,47
705362	47,495
705363	374,47,495
705364	159,273,47,495
705365	719,47
705366	371,47,334,158,53,261,214
705367	156,47
705368	94,47
705369	92,560,47,623,63
705370	364,203,792,3852,1219,1581,357,495,63,33,784,263,675,737,2,1873,619,259,1806,18,431,106,957,31,800,8,301,47,1810,149,814,802,1110
705371	47,89
705372	503,294,54,47,334,141,138,437,63,261,214,0
705373	47,334
705374	655,47,790,258,1879,66
705375	2692,96,162,139,709,28,829,185,937,2216,335,442,434,117,729,907,22,265,1154,36,1093,137,565,140,243,1100,12,193,211,895,92,362,1101,104,476,2619,447,126,144,1111,1637,40,520,214,224,142,720,91,380,1329,145,636,82,1739,118,1834,629,1715,394,874,47,460,849,613,507,156,110,282
705376	47,16
705377	203,160,164,98,200,34,89,2,173,214,118,301,256,147,47,80,16,124,53,1371,377
705378	206,495,47,343
705379	139,47,159,156,48
705380	374,47,495
705381	214,47,495
705382	294,47,334,495,466,121,534
705383	465,449,383,92,137,212,47,1907,141,974,8,34,2532
705384	47,495
705385	47,495
705386	503,214,47,437
705387	47,495
705388	294,2,371,47,334,437,214
705389	47,495
705390	61,47,158,63,89
705391	503,12,371,47,437,214
705392	503,214,47
705393	47,495
705394	47,495
705395	294,495,47,334
705396	759,305,560,391,47,235,907,186,847,431,1416,249,540,361
705397	503,294,47,334,437,214,318
705398	47,495
705399	47,139,1189,495
705400	224,1481,47,17,1555,1359
705401	1380,47,2644
705402	47,495
705403	2,121,47,495
705404	294,437,47,334
705405	672,631,371,1085,117,334,282,1247,1043,441,3341,94,3150,457,4,214,318,3346,503,2265,3203,294,120,882,82,121,261,438,288,338,297,928,47,460,10,1526,437,285,195,48
705406	33,47,495
705407	47,334
705408	912,47
705409	47,70
705410	197,47
705411	112,287,47
705412	3843,2610,7,300,129,33,61,94,104,186,187,374,1122,294,1751,506,386,29,648,449,101,202,460,47,283,235,762,232,110,5
705413	294,47,2178,677,1023
705414	101,47
705415	85,491,391,87,47,159,63,192
705416	174,279,47,1377,746,234
705417	159,47
705418	449,675,212,391,47,635,265,1388,1141,1622,148
705419	672,185,22,1212,36,200,565,287,2453,586,12,123,100,186,1183,898,419,50,345,388,290,1188,1320,2896,528,773,561,1036,47,26,183,148
705420	47,53
705421	110,47
705422	47,495
705423	503,294,2,371,47,334,437,1045,214
705424	172,24,2,78,47,290,195
705425	156,121,47
705426	374,47,495
705427	928,47,281
705428	225,85,433,907,230,129,33,533,869,34,125,12,319,94,104,259,40,486,1424,738,322,147,47,235,507
705429	301,47
705430	235,47,8
705431	371,47,334,1002
705432	47,123,527,309,173,125,5
705433	29,47
705434	110,288,47
705435	503,47,437,261,214
705436	47,495
705437	47,495
705438	504,28,444,495,34,243,92,2,59,247,40,214,50,503,20,120,299,945,541,29,435,47,489
705439	261,47
705440	197,508,164,1799,63,200,784,94,52,457,173,503,295,91,327,540,256,103,285,110,0,1203,631,132,495,1879,61,326,31,224,142,294,120,546,402,288,322,195,48,482,139,24,78,70,125,140,66,2185,1299,18,635,1818,318,3442,353,234,449,391,147,258,5,252,709,920,36,451,12,317,1198,206,431,486,957,527,321,8,683,261,1953,460,47,437,149
705441	47,495
705442	1604,3091,3377,1096,323,12,214,612,717,212,2268,8,449,2971,582,47,1436,285,1636
705443	159,47
705444	2764,371,1189,47,334,229
705445	47,495
705446	110,495,47,92
705447	294,174,47,495
705448	47,334
705449	504,508,220,495,168,7,454,36,961,33,1034,565,245,12,376,2,74,1394,244,18,1020,247,31,277,239,299,234,29,322,1440,297,47,182,246,26,16,591,2079,252
705450	71,288,150,47,495,1684,230,5,386
705451	784,47,495,1597
705452	437,214,47
705453	101,294,1737,47,334,1615,474
705454	139,1465,132,622,434,30,129,1163,533,756,1023,12,406,126,186,187,18,431,1122,520,612,625,224,9,516,8,1237,234,541,506,29,449,614,288,391,1036,47,283,258,232,1472,110,302,112,5
705455	364,243,160,28,946,47,123,3,447,440,80,156,5,1333,140
705456	2,329,121,47
705457	96,139,1431,664,2071,40,180,682,970,3985,8,629,1359,47,229,1916,745,110,415
705458	47,24
705459	47,318
705460	47,495
705461	503,47,495,437,431,214
705462	437,261,47,334
705463	1288,719,47,158
705464	413,164,202,391,326,206,47,123,241,1174,802,173,5
705465	234,47,495,334
705466	391,47
705467	101,294,2,371,47,334,158,113,195,311
705468	61,28,47,1288,7,265,196,1834
705469	47,495
705470	206,47
705471	605,47
705472	482,446,132,371,434,334,495,993,181,63,311,249,361,94,326,206,9,1694,120,1958,6,986,1177,151,1440,47,229,285,156,1045,5
705473	261,47,195
705474	503,85,614,294,371,47,334,437,261,214
705475	101,519,298,211,412,371,47,334,623,195,784
705476	47,1045,211,495
705477	389,47,495
705478	437,47
705479	449,24,132,2,47,117,25,3,158,82,8,42,251,89
705480	503,214,47
705481	895,294,94,54,206,147,47,334,125
705482	47,334
705483	503,85,709,294,614,371,47,334,437,261,214
705484	294,47,334
705485	503,288,294,94,54,371,2,47,355,527,437,302,214
705486	139,132,47,843,159
705487	720,94,371,47,495,8,5
705488	312,712,57,845,1357,389,89,317,123,534,116,106,214,503,145,208,1927,69,47,159,437,195,589
705489	374,47
705490	138,47,495
705491	654,47
705492	104,47,495
705493	503,614,294,206,47,334,527,437,214
705494	527,47
705495	50,449,85,139,313,1628,1169,1733,391,47,490,23,374
705496	294,160,47
705497	413,101,312,716,628,497,47,123,495,437,265,492,8,374
705498	150,371,719,206,47,334,158,437,63,1015,113,628,1751,5,214,89
705499	2,224,47,235
705500	104,47,495,907,1987,140
705501	3776,47
705502	2578,1019,394,47,1642
705503	47,495
705504	30,47
705505	47,495
705506	389,47
705507	449,224,2,47,89
705508	482,203,2503,136,90,150,47,357,630,186,1289,16,255,302,48,118
705509	85,47,187
705510	132,47
705511	313,78,31,47
705512	503,214,47,334
705513	61,132,371,103,47,334,195,261,214
705514	187,47
705515	104,2577,47,495
705516	503,12,614,2,147,47,355,70,729,668,156,214
705517	47,495
705518	469,34,47,495
705519	47,495
705520	374,47
705521	562,47
705522	506,47,495
705523	431,47,495
705524	1090,2301,47,334,304,261
705525	957,503,85,294,2939,720,14,371,622,47,334,437,802,156,214,486
705526	503,294,47,334,437,173,214
705527	47,334
705528	85,294,371,212,47,334,229,195,311
705529	96,139,47,246,540
705530	47,495
705531	374,94,121,47
705532	47,495
705533	47,1127
705534	47,756,884,625
705535	203,312,294,3089,2,1717,1101,371,47,334,7,80,447,261,924,543
705536	160,47,437,4,704
705537	47,334
705538	47,495,334
705539	304,47
705540	294,371,212,206,103,47,355,334,39,437,63,121,261,195,234,48,148,214
705541	503,665,47,334,437,2571,261,214,318
705542	503,47
705543	884,271,121,47
705544	374,47,495
705545	47,495
705546	50,47
705547	503,294,2,371,47,334,733,437,261,214
705548	925,206,47,439,1830,495,121,374,746
705549	47,540
705550	47,334
705551	63,47
705552	29,371,47,334,186,121,234,261,249,214
705553	364,206,47,1095,321
705554	47,334
705555	281,47,495
705556	101,47,334,8,118
705557	294,371,47
705558	47,204
705559	503,614,2,47,2606,77,437,490,343,214
705560	606,925,61,24,137,305,94,47,26,447,1183,129,8,431,1245,591,973,105
705561	503,716,294,1177,391,47,334,495,159,138,437,374,261,214
705562	47,495
705563	47,334
705564	1062,348,31,2187,759,371,47,334,896,1810,36,1386
705565	47,495
705566	47,495
705567	374,47,495,631
705568	504,47
705569	94,186,47
705570	125,164,371,147,47,334,355,165
705571	96,1203,280,78,434,191,22,36,89,395,61,1181,153,298,453,52,135,1033,100,11,687,18,971,59,293,23,173,1480,170,31,9,380,141,158,479,1330,386,101,256,2547,1742,338,1754,47,159,149,1045,165,2481
705572	47,495
705573	80,121,47,24
705574	235,214,47,334
705575	2188,47,259
705576	174,47
705577	482,362,47,159,63
705578	374,47
705579	235,2642,47,8
705580	431,110,47
705581	47,495,334
705582	225,508,445,24,407,78,495,424,12,92,969,490,2066,4,1709,40,486,224,546,6,1218,141,2282,1675,472,29,654,47,780,2847,199,427,165,0,1167
705583	431,47,495
705584	24,130,137,565,1546,40,9,638,180,353,8,234,449,151,305,47,271,16,53
705585	193,1053,1632,376,1521,47,2305,487,144,58,113,313
705586	94,1742,625,206,156,47,641,391,18,36,258,8,784,195,48,1597
705587	237,503,54,371,47,334,579,22,437,261,214
705588	1929,307,955,47,431
705589	47,717
705590	888,294,391,47,261,156,48
705591	61,414,283,47,495,1356,255
705592	224,294,371,47,355
705593	186,47
705594	47,495
705595	44,603,103,47,334
705596	214,47,334
705597	47,495
705598	395,92,1738,47,495,353,11,137,40,386
705599	159,47
705600	716,371,47,304,2760,261
705601	47,1127
705602	78,630,334,623,2760,249,211,122,376,2,1299,206,431,1545,534,142,439,121,8,449,716,968,47,1418,991,80,667,1342
705603	482,186,304,47
705604	245,2,371,47,214
705605	503,47,437,261,214
705606	47,495
705607	139,164,94,719,147,47,16,540,66
705608	391,47,495
705609	1173,226,224,54,284,47,570,550,270,733,36,628,237
705610	991,47,186,16,249
705611	139,47,391
705612	47,495
705613	121,47,495,419
705614	186,47
705615	484,224,24,174,391,103,47,235,129,187,16,8,195,66
705616	830,659,729,47,562,273
705617	376,47,1189
705618	47,495
705619	47,1702
705620	63,47,495
705621	9,105,47
705622	172,312,294,3203,47,334,70,400,495,121,1260,534,37,5,463
705623	503,160,294,362,371,619,206,47,495,334,492,214
705624	110,449,220,47
705625	47,768,495,130,58,251
705626	47,334,495,159,1183,121
705627	1125,47
705628	99,91,47,30,950,261
705629	47,318,1830
705630	557,967,757,276,47,103,596,264,425,642,790,77,257,341,530,234,506
705631	768,47,495,334
705632	197,503,47,48,214
705633	159,104,121,47
705634	44,371,391,47,311,48
705635	1314,572,240,155,267,33,2999,783,784,157,1239,243,378,233,851,219,352,68,695,18,50,1102,697,402,564,1045,260,257,499,498,801,542,47,102,1624,302,182,19,1153
705636	294,47
705637	503,294,47,334,261,214
705638	312,1421,628,2137,371,47,159,80,437,121,869,492,53,374,195,214
705639	2316,101,570,47,70,89
705640	294,47
705641	2,322,326,47,187,431,625
705642	295,78,47,355,70,406,229,516,124
705643	321,47
705644	47,377,286
705645	503,614,294,94,371,2,47,334,70,235,437,214
705646	47,495
705647	162,324,694,922,54,659,206,103,47,412,104,159,80,63,869,1127,2565
705648	383,312,132,371,920,1028,57,334,367,30,311,326,126,43,59,214,1480,294,2283,439,579,3,430,121,261,288,47,258,343,5
705649	273,47
705650	94,66,47,8
705651	10,47,1594,89
705652	96,185,9,24,708,47,156,110,40,1452
705653	334,98,311,281,94,2,1111,486,294,1733,340,261,1834,47,1990,2667,285,195,156
705654	186,187,47
705655	294,371,47,334,214
705656	2378,174,1180,1040,357,1448,98,967,1510,761,695,857,224,9,830,842,386,821,341,47,258,195,662,110,48
705657	47,495
705658	2,47
705659	47,334
705660	1749,1420,47,213,960
705661	47,89
705662	47,2532
705663	29,449,884,24,206,47,8,129,16,898,374,110,756,66
705664	96,139,31,294,431,24,94,47,334,495,271,374,386
705665	560,414,283,47,156,782,527,341
705666	162,277,1773,719,1698,297,47,334,7,26,1045,195,431,302,261
705667	101,61,44,212,47,70,3,402,158,271,8,5,1879,361
705668	29,85,614,9,47,495,431,247
705669	160,719,78,47,334,309,437
705670	47,495
705671	1015,47
705672	261,47
705673	294,371,460,47,334,121,1127
705674	47,495
705675	294,720,2577,47,495,374,214,361
705676	957,391,47
705677	132,47
705678	336,709,161,132,371,57,334,433,722,33,2534,12,61,590,362,1101,1458,293,374,4,294,1131,473,261,118,109,1421,297,47,3325,10,26,80,183,58,113,195,258,3005,302,48,5
705679	389,118,47,3021
705680	383,160,78,47,246,158,38,177,251,89
705681	47,495
705682	503,294,371,47,334,25,437,1819,431,214
705683	47,495
705684	189,47,612
705685	94,47,159
705686	47,495
705687	2888,47
705688	2230,47
705689	229,110,47
705690	101,371,326,357,47,334,343,1622,214
705691	2056,47
705692	94,47
705693	193,813,280,2366,371,297,47,1042,988,726,492,113,1622,1860,148
705694	465,31,224,44,412,305,47,159,623,63,784
705695	503,47,437,374,214
705696	2817,47
705697	47,495
705698	186,139,47,24
705699	389,47
705700	47,495
705701	1715,655,1327,160,47,768,159,126,98,156,66
705702	2,47,495
705703	528,47,200
705704	47,495
705705	47,495
705706	413,321,121,47
705707	47,495
705708	47,495,1521,259,1448,186,540
705709	71,99,83,174,223,78,1270,47,70,1373,17,797,1127,261
705710	214,47
705711	47,334
705712	47,346
705713	1336,287,47
705714	47,495
705715	1866,224,47,964
705716	47,251,89
705717	47,334
705718	431,353,47
705719	94,105,47
705720	389,47,495
705721	162,85,139,371,355,334,98,413,3481,2,1944,1707,374,173,214,503,294,527,327,261,924,172,614,1177,47,80,437,16,156,48
705722	503,61,47,334,437,63,214
705723	336,482,709,446,355,334,129,265,36,140,94,186,214,503,295,2732,212,304,29,202,156,47,684,2449,80,195,16,1998
705724	63,103,47
705725	189,1031,174,560,47,3823,251
705726	374,126,973,47
705727	61,2566,202,47,630,235,22,437,790,144,10,1023,2592
705728	374,47
705729	47,768
705730	374,47
705731	925,47
705732	503,47,334,437,1015,261
705733	724,47,495
705734	47,495
705735	720,412,47,17,186,5
705736	503,294,371,47,334,437,63,261,249,214
705737	139,162,47,154,129,16,66
705738	229,47
705739	340,47,8
705740	503,294,371,47,334,437,195,261,214
705741	2017,47,768,570,437,121,534,112
705742	288,47
705743	31,47,187
705744	374,302,47
705745	503,61,3453,47,334,495,389,374,214
705746	47,495
705747	206,47
705748	922,223,1863,47
705749	139,925,160,132,223,907,129,562,63,282,311,5,463,950,287,249,1222,465,319,317,52,81,123,126,1006,431,520,1382,112,91,342,546,3,986,1330,8,506,288,305,103,47,466,159,462,258,316,53,341,757,3078,48,2526
705750	47,495
705751	1090,94,371,1028,47,1659,334,10,304,258,261,214
705752	659,34,47
705753	9,2287,114,89,47,1033,1174,1045,36,1922,1027,361
705754	47,495
705755	24,47,495,154,437,129,374,963
705756	47,495
705757	371,47,495,229,235
705758	26,34,47
705759	224,1334,47,235,16
705760	700,2272,52,1799,47,981,130,613,244,110,3326
705761	47,36
705762	47,334
705763	47,334
705764	206,47,495
705765	47,334
705766	465,47,186,8,156
705767	47,495
705768	614,294,619,47,495
705769	47,8
705770	101,301,655,371,206,729,47,334,768,70,229,329,533,98,281
705771	47,495
705772	47,123,495,1095,121,374
705773	374,61,47,1032
705774	440,1283,47,1256
705775	61,47,495,309,440
705776	1222,136,255,2137,654,278,47,576,230,437,285,121,265,8,53,1282,5
705777	503,655,383,164,1198,47,991,907,98,828
705778	61,294,14,446,147,47,334,123,98,125
705779	294,3306,47
705780	118,1189,47,5,140
705781	130,186,121,47
705782	47,495
705783	139,870,334,979,36,361,2642,2,224,8,255,1242,261,655,614,147,47,16,156
705784	503,294,47,334,437,214
705785	437,614,47,334
705786	47,495
705787	327,271,47,8
705788	460,47,30,374,281
705789	371,214,47
705790	294,759,132,54,47,123,495,628,2209
705791	224,870,47,159,89
705792	71,312,160,164,174,719,70,495,125,89,413,1032,619,123,828,570,3,158,8,292,47,25,437,53,236,341,5
705793	156,367,47
705794	336,96,2702,334,623,63,410,869,34,249,1100,12,675,2,104,1029,52,1264,100,244,329,214,503,340,2227,208,121,118,506,738,47,550
705795	103,47
705796	47,334
705797	71,28,117,4597,400,495,30,746,326,912,273,1159,612,609,884,91,299,82,288,435,283,47,25,252
705798	503,101,371,460,47,334,495,63,121,195,374,110,534,261,214
705799	110,655,47
705800	47,316,24
705801	12,47,235,187,374,249
705802	371,47
705803	214,47,334
705804	47,495
705805	503,920,47,214,924
705806	47,334
705807	503,294,2429,2,371,47,141,437,261,214
705808	47,251
705809	503,214,47,334
705810	12,61,345,47,495,196
705811	431,47
705812	197,47,104
705813	503,12,319,3559,2429,305,47,2714,129,187,1916,214
705814	72,47,3219
705815	503,294,1099,2,47,246,334,70,117,991,285,953,281
705816	1495,709,438,712,47,70,186,214
705817	156,47,334
705818	294,206,47,334
705819	884,85,24,47,907,129,187,1597
705820	1251,28,24,130,36,137,34,287,92,52,100,23,9,20,1952,512,632,1166,151,47,10,199,258,110
705821	666,47,578
705822	47,495
705823	304,47,495
705824	431,1198,460,47
705825	47,495
705826	235,47
705827	158,47,44
705828	47,495
705829	139,85,294,371,206,47,334,271,121,4,281
705830	158,78,47,164
705831	483,47
705832	54,47
705833	1931,294,2,371,47,334,186,214
705834	312,47,98,486
705835	438,288,294,132,405,47,234,596,642,229,912,457,110,520,252,506
705836	186,47
705837	96,132,130,34,251,319,644,153,453,94,522,1178,170,9,212,8,256,103,47,10,112
705838	374,47
705839	223,47
705840	9,47,24
705841	5,190,47
705842	675,47,495
705843	159,288,47
705844	197,85,47
705845	47,358
705846	47,851
705847	29,28,453,137,78,47,159,158,265,208,328,8,40,89
705848	560,47,495
705849	47,611
