	3980,418,324,649
2490674	324,3584
2490675	324,650
2490676	326,324
2490677	324,103
2490678	2894,324
2490679	381,324,473
2490680	238,324
2490681	324,168
2490682	324,2128
2490683	324,141
2490684	1278,324
2490685	50,324,34,118
2490686	15,324
2490687	934,324,87
2490688	418,324
2490689	148,324
2490690	381,324
2490691	134,487,324
2490692	808,324,2261,2052,1692,695,260
2490693	418,324
2490694	302,324
2490695	324,473
2490696	418,324
2490697	647,323,324,175,381,392
2490698	4136,324
2490699	418,324
2490700	235,324
2490701	324,222
2490702	324,642
2490703	134,324,3008
2490704	324,759,326,2678,311,112
2490705	3593,1405,324
2490706	372,1125,588,324
2490707	324,160
2490708	381,324
2490709	324,3163
2490710	2062,1883,321,324
2490711	2213,3797,324
2490712	324,222
2490713	1420,3881,324
2490714	227,324
2490715	2,324
2490716	621,324
2490717	849,324
2490718	714,324
2490719	324,8
2490720	1838,324,2203
2490721	893,302,326,324
2490722	418,324,543
2490723	324,1371,4062,418,4
2490724	1200,324,789,2723
2490725	54,324
2490726	555,324,343
2490727	621,324,209
2490728	418,1295,324,4568
2490729	324,161
2490730	324,217
2490731	324,3318,76
2490732	568,324
2490733	324,1426,111,779,1200,155
2490734	1063,538,324,627
2490735	1081,418,324
2490736	1821,418,324
2490737	418,324
2490738	709,324,1213,200
2490739	324,965
2490740	80,418,324
2490741	159,324
2490742	324,41
2490743	324,493
2490744	302,324
2490745	324,439,367,343,1371
2490746	90,324
2490747	1337,324
2490748	324,1146
2490749	324,238,1525,948,459,1046,242
2490750	4,63,324
2490751	916,326,324,439
2490752	1539,324
2490753	803,418,324,58
2490754	376,324,36
2490755	201,366,324
2490756	324,981
2490757	324,242
2490758	324,222
2490759	4,324,439
2490760	2,324,46,844
2490761	426,291,324,501
2490762	324,177
2490763	392,3509,324
2490764	2963,778,324,1354
2490765	54,324
2490766	1203,1125,139,324,976,606,305,603,3433,406,158,183,1127,374,48,2893
2490767	916,324
2490768	1204,324
2490769	17,262,324,599
2490770	80,324
2490771	381,324
2490772	1838,324
2490773	324,220
2490774	324,501,764
2490775	324,1574,2532,242,222,1201
2490776	938,324
2490777	324,626,779
2490778	803,324,1286,143,242
2490779	324,2499,935,1208,2225
2490780	1761,324
2490781	3704,324,2240
2490782	1278,418,324
2490783	194,1022,324,246
2490784	78,324,234
2490785	524,1996,324
2490786	381,324,3380
2490787	4,1145,324
2490788	324,695
2490789	324,86
2490790	446,329,324,1189
2490791	324,318
2490792	324,1490
2490793	1198,324,2096
2490794	1204,324
2490795	324,3586
2490796	324,28,426,76,41,392
2490797	268,324
2490798	324,2128
2490799	324,222
2490800	2455,324
2490801	159,324
2490802	302,324
2490803	1278,324,161,175,392,583
2490804	324,2241,132,36,313,1263
2490805	11,324
2490806	893,324
2490807	3368,324,3038
2490808	605,324,1260,8,552
2490809	1525,324
2490810	669,324
2490811	2,451,324
2490812	1046,324
2490813	324,2049
2490814	459,324,111
2490815	302,63,324,68
2490816	324,1872,501
2490817	418,324
2490818	418,324
2490819	418,324
2490820	647,324
2490821	88,324
2490822	2344,324
2490823	63,324,206
2490824	3461,324
2490825	324,418,4137,1241
2490826	324,233
2490827	1824,854,324
2490828	324,86
2490829	4,78,182,324
2490830	324,630
2490831	304,324
2490832	324,3231
2490833	324,28
2490834	324,28
2490835	338,324
2490836	324,8
2490837	324,805,270,1070,398,500
2490838	223,324
2490839	324,76
2490840	324,92
2490841	440,324
2490842	324,1240
2490843	2,154,324
2490844	324,840,825,154,1325
2490845	418,324
2490846	390,4,324
2490847	50,324
2490848	391,324,69
2490849	324,41
2490850	201,324,3344
2490851	418,324
2490852	669,324,575
2490853	2,324
2490854	542,324
2490855	1107,324
2490856	324,53
2490857	326,324
2490858	381,687,324,691
2490859	291,324,222
2490860	823,324,1590,320,714,691
2490861	324,1627,219
2490862	1175,324
2490863	1354,714,324
2490864	1215,324
2490865	221,324,222
2490866	517,324,210,501,381
2490867	324,6
2490868	90,324,2300
2490869	324,872
2490870	324,714,3798,3559
2490871	324,935
2490872	324,838,111,4334,855
2490873	112,324,320
2490874	691,324,583,1141
2490875	1579,324
2490876	381,324,650
2490877	302,324,1830
2490878	324,1210
2490879	1761,324
2490880	324,2748
2490881	418,778,324,935
2490882	324,1286
2490883	418,324
2490884	324,826
2490885	324,1286
2490886	324,929,1167
2490887	292,324,217
2490888	324,2225,32
2490889	308,324,60
2490890	323,324,1215,795,1213
2490891	292,324
2490892	1885,324
2490893	324,176
2490894	832,324
2490895	324,16
2490896	324,1783,512,501
2490897	922,324
2490898	1278,324,180,627
2490899	324,111
2490900	552,324,3209,578
2490901	324,2709
2490902	1501,324
2490903	324,418,1086
2490904	479,324
2490905	324,343
2490906	618,324
2490907	778,324,69
2490908	324,771,1385
2490909	418,324
2490910	54,324
2490911	179,324
2490912	418,324
2490913	621,324
2490914	292,324
2490915	849,324
2490916	302,324
2490917	4,112,324
2490918	324,826,1149,795
2490919	324,531,354
2490920	54,324,16
2490921	1102,324,128
2490922	418,324
2490923	4,324
2490924	313,324
2490925	324,1553
2490926	210,4,324
2490927	943,324,222
2490928	152,324,176
2490929	1742,206,324
2490930	313,324
2490931	418,324,918
2490932	324,2226
2490933	1514,651,324,1363
2490934	324,935,354
2490935	418,324
2490936	714,324
2490937	302,324
2490938	1378,324
2490939	381,291,324,346
2490940	324,2172,893,302,148
2490941	2262,324,111
2490942	324,935
2490943	546,324
2490944	324,887,935,1442
2490945	32,324,272
2490946	324,265,155
2490947	381,324
2490948	324,97,9,191,447,86,198,556
2490949	324,1209
2490950	324,1770
2490951	302,324,4354
2490952	324,326,558,367,302
2490953	710,324
2490954	1761,418,324
2490955	1198,1170,324
2490956	324,190
2490957	1426,324
2490958	324,377
2490959	324,3874
2490960	324,702
2490961	1776,324
2490962	381,324
2490963	324,38
2490964	1151,324,199
2490965	324,238,291,175,600,86,651
2490966	714,324
2490967	1200,324
2490968	302,63,324
2490969	324,325
2490970	210,148,324
2490971	324,219
2490972	381,324
2490973	175,324
2490974	418,324
2490975	54,324
2490976	324,418,2845,86,1354,2206,500
2490977	324,256
2490978	597,324
2490979	680,302,155,324
2490980	2998,324
2490981	2344,324
2490982	615,324
2490983	324,926,501
2490984	2475,155,324
2490985	148,324
2490986	324,222
2490987	622,324
2490988	109,324
2490989	54,324
2490990	228,324,177
2490991	412,324,229,255
2490992	324,219
2490993	324,86
2490994	324,674
2490995	238,324
2490996	324,1236
2490997	324,2733
2490998	277,324,195
2490999	775,366,324
2491000	4407,324
2491001	221,710,324
2491002	3305,324
2491003	324,103
2491004	3975,324,1213,1372
2491005	418,324
2491006	324,490,383
2491007	600,324
2491008	2086,324
2491009	1073,324
2491010	1208,67,324,1086
2491011	324,1660
2491012	4,324,3512
2491013	418,324
2491014	2011,778,324,396,75,392,1361
2491015	426,324,2569,2348
2491016	270,772,324,1442
2491017	269,529,175,324
2491018	132,324,294,3
2491019	88,324,87
2491020	324,1209
2491021	381,324
2491022	392,324
2491023	95,324
2491024	2,324,16
2491025	324,2669,354
2491026	324,472,695
2491027	324,6
2491028	947,324
2491029	1023,324
2491030	112,324
2491031	1170,324
2491032	714,324
2491033	597,324
2491034	426,182,324,531
2491035	849,324,795,354
2491036	324,46,491,14
2491037	1838,324,627,200
2491038	324,325
2491039	324,222
2491040	238,324,242
2491041	1821,324
2491042	381,324
2491043	1887,324
2491044	418,324,222
2491045	324,28
2491046	302,324
2491047	112,324
2491048	418,324
2491049	4402,324,1610,1141
2491050	621,324,494,1106
2491051	85,324,334
2491052	63,324
2491053	1165,324,792
2491054	324,578
2491055	324,6
2491056	210,483,324
2491057	324,300,349,1442
2491058	324,764
2491059	418,324
2491060	302,324
2491061	324,2669
2491062	324,650
2491063	324,111
2491064	418,324,58
2491065	112,324
2491066	2279,148,324,355
2491067	54,324
2491068	413,324,288,28,160,158
2491069	323,324,1525,1150,313,1149
2491070	324,19
2491071	714,324
2491072	418,324
2491073	324,58
2491074	418,324
2491075	109,324,439,210,285,58,195,48
2491076	324,439
2491077	324,3574
2491078	381,324,501
2491079	1117,1055,324
2491080	324,571
2491081	210,324
2491082	504,655,324,578,285,492,255
2491083	418,324
2491084	324,325
2491085	778,324,418,58,222
2491086	324,1086
2491087	363,324
2491088	523,1104,155,324
2491089	302,324
2491090	808,324,291,58,947
2491091	324,418,1086
2491092	385,324,714,929
2491093	363,324
2491094	597,324
2491095	210,324
2491096	487,418,324
2491097	1278,324,2555,418,1707
2491098	302,324
2491099	324,1451
2491100	304,324
2491101	80,324,1382
2491102	1256,324
2491103	651,324,779
2491104	324,330,916,343,1257,717
2491105	1395,324
2491106	262,418,324
2491107	324,36
2491108	302,324,24
2491109	34,324
2491110	336,801,324,2555,4170,372,3000
2491111	2887,324
2491112	2555,324
2491113	324,1361
2491114	324,564,805
2491115	324,388,668,1942,1229,75
2491116	52,324,3029
2491117	324,106
2491118	175,324
2491119	418,324
2491120	50,324
2491121	270,324,929,875
2491122	2596,324
2491123	326,324
2491124	302,324
2491125	324,997
2491126	597,324
2491127	324,708
2491128	1454,324
2491129	52,442,324
2491130	324,86
2491131	324,238,366,575,325
2491132	647,152,324,1824
2491133	1204,324
2491134	324,180
2491135	381,324
2491136	3313,324,676
2491137	34,324,69
2491138	795,324
2491139	324,379,396,390,302,43,1778,337,369,51,2498
2491140	324,460
2491141	324,439,16
2491142	916,324
2491143	324,1086
2491144	324,1086,2590,1135
2491145	324,2797
2491146	324,3425
2491147	1224,291,418,324
2491148	324,200
2491149	238,324,219
2491150	1946,324
2491151	418,324,691
2491152	324,500
2491153	324,2166
2491154	2,324,54
2491155	324,86
2491156	324,359
2491157	324,41
2491158	714,324
2491159	324,1760
2491160	324,1209
2491161	170,101,324,202,922,6
2491162	372,324
2491163	4,324
2491164	324,86
2491165	3223,2562,324,501
2491166	7,324
2491167	1378,418,324,222
2491168	657,324
2491169	360,324
2491170	324,439
2491171	2622,443,324
2491172	134,795,324,531
2491173	714,324
2491174	1420,2225,324,992
2491175	1693,418,324,2907
2491176	324,1994,76
2491177	324,531,1525,1540,6,1887,500
2491178	324,3971
2491179	1170,324
2491180	1200,324
2491181	302,324
2491182	324,2080,876
2491183	1909,324
2491184	364,324,28
2491185	324,320
2491186	324,792,668,418,1627,182,691
2491187	7,324
2491188	2580,3838,324
2491189	324,219,320,691,714,2337,775,493
2491190	577,324
2491191	330,916,324,320
2491192	1337,324
2491193	324,1086
2491194	1337,324,2669,898
2491195	324,111
2491196	324,285
2491197	418,324
2491198	418,324
2491199	4,324,948
2491200	3137,324,2797
2491201	324,491,1361
2491202	324,58
2491203	418,324
2491204	324,779
2491205	302,324
2491206	324,501
2491207	324,871
2491208	324,92
2491209	714,324
2491210	2,203,324
2491211	366,324,1150,493
2491212	600,324
2491213	90,392,324,531
2491214	324,103,75
2491215	238,324
2491216	302,324
2491217	324,626
2491218	324,288
2491219	1232,324
2491220	324,583
2491221	54,324
2491222	292,324
2491223	1008,2639,1178,324
2491224	324,285
2491225	795,324
2491226	1603,324,69
2491227	849,324
2491228	3237,324
2491229	324,2290,771,418,75,1046
2491230	212,324
2491231	101,324
2491232	2,324
2491233	336,324,317,80,198
2491234	42,324
2491235	1931,288,324,906,229
2491236	418,324
2491237	1574,324,1303,209
2491238	324,550
2491239	324,103
2491240	324,86
2491241	201,324
2491242	381,324,935
2491243	324,68
2491244	324,1086
2491245	502,324
2491246	291,324,2180
2491247	324,41
2491248	324,2458
2491249	778,324,494,426,418,242
2491250	146,324,832,574
2491251	365,324,152
2491252	324,288,2,481,32,410,48
2491253	324,81
2491254	1045,324,1127
2491255	212,324
2491256	292,324
2491257	1483,324,1741
2491258	324,1590
2491259	201,324,674
2491260	1378,324
2491261	324,68,84,41,32
2491262	418,324
2491263	187,324
2491264	324,742
2491265	324,409
2491266	134,1539,324
2491267	291,324
2491268	291,324
2491269	302,324
2491270	324,3104
2491271	387,324
2491272	324,531
2491273	324,176
2491274	130,324,2126
2491275	1391,324
2491276	291,324
2491277	1237,324
2491278	206,324,16
2491279	324,219
2491280	238,714,324,600
2491281	46,324
2491282	418,324
2491283	426,324,650,381
2491284	324,160,920
2491285	2213,324
2491286	54,488,324
2491287	1471,324,531
2491288	324,86,935
2491289	101,324,330,402,916,343
2491290	324,3649,2164,1597
2491291	292,324,217
2491292	148,324
2491293	324,763
2491294	302,1086,324
2491295	418,324
2491296	418,324
2491297	302,324
2491298	916,324,101,320
2491299	324,1178,219
2491300	324,168
2491301	381,324
2491302	324,1266
2491303	324,330,1679,1033,15,11,760,5
2491304	1420,324,2080
2491305	324,3105
2491306	1642,11,418,324
2491307	529,443,324
2491308	324,640
2491309	443,324,175,3163,418,313
2491310	412,790,324
2491311	1936,324
2491312	54,324,146,68
2491313	1086,324,41
2491314	324,1184,168
2491315	63,324
2491316	54,324
2491317	372,324
2491318	324,695
2491319	7,324
2491320	1473,324
2491321	324,1182
2491322	324,1797,128
2491323	3172,324,222
2491324	324,764
2491325	324,251
2491326	324,44
2491327	324,2318,2544
2491328	418,778,324
2491329	324,191
2491330	324,717
2491331	324,86
2491332	324,1309
2491333	1641,324
2491334	381,597,324,41
2491335	324,222
2491336	381,324
2491337	158,324
2491338	1420,324,1655
2491339	324,1540
2491340	3019,324
2491341	68,324,38,492
2491342	934,324
2491343	1426,324
2491344	381,324
2491345	324,3
2491346	621,324
2491347	345,529,324,238
2491348	324,41
2491349	324,3515,439,159,311,112,48
2491350	34,324
2491351	383,324
2491352	324,41
2491353	148,324
2491354	324,599
2491355	681,600,324
2491356	324,242
2491357	67,1295,324
2491358	67,324
2491359	324,997
2491360	2904,324
2491361	155,324,68
2491362	324,1209
2491363	1278,324
2491364	324,2,406,1743,222
2491365	624,324
2491366	324,34,2027,137
2491367	324,886
2491368	3216,418,324
2491369	151,324,75
2491370	1317,324,418,809,1354
2491371	31,324
2491372	2,324
2491373	922,324
2491374	262,324,76
2491375	4,443,324
2491376	324,626
2491377	1009,365,324
2491378	1329,324
2491379	132,324,54
2491380	112,324
2491381	1483,324
2491382	292,324,436
2491383	326,324
2491384	569,691,324,1082
2491385	324,2337,58,691
2491386	840,324
2491387	418,324
2491388	175,324,933
2491389	11,324,472
2491390	302,324
2491391	154,324
2491392	324,38,200
2491393	324,494
2491394	324,778,517
2491395	681,324,381,691
2491396	78,324
2491397	2206,324,1970,809,1238,1152
2491398	324,1209
2491399	324,222
2491400	85,324
2491401	812,324
2491402	778,324
2491403	159,78,324
2491404	709,324
2491405	2,1100,324,54
2491406	324,2532,2172
2491407	324,1744
2491408	732,778,324
2491409	934,324
2491410	302,324
2491411	508,324,44
2491412	324,111
2491413	324,222,583
2491414	681,291,600,324
2491415	324,9,494
2491416	90,324,1619
2491417	50,324,28,92,54,78,158
2491418	374,324
2491419	324,965
2491420	229,324,235
2491421	90,324
2491422	291,529,324
2491423	324,175,826
2491424	3966,324,517
2491425	4,324
2491426	1224,418,324,1627
2491427	2734,324,87
2491428	324,68
2491429	1073,324
2491430	2194,324
2491431	2,920,324
2491432	324,1770,1303,846,372,182
2491433	324,377
2491434	2295,324
2491435	323,418,324
2491436	324,412,560,246,8,374
2491437	324,6
2491438	938,324
2491439	324,1576
2491440	324,1286
2491441	366,324
2491442	337,324,2946
2491443	324,38
2491444	721,324
2491445	324,3008
2491446	324,1086
2491447	302,324
2491448	1224,418,324,1692
2491449	324,1701
2491450	381,324
2491451	1238,324
2491452	3116,324
2491453	3093,324,377,2421
2491454	50,324
2491455	54,324
2491456	324,2101
2491457	392,324
2491458	60,324
2491459	2521,324,630,394
2491460	101,324,251,504
2491461	687,405,44,324
2491462	324,508,1643
2491463	418,324,651
2491464	922,324
2491465	1031,324,145,1273,282
2491466	210,3459,324,933
2491467	418,324
2491468	80,324,1590
2491469	324,51
2491470	63,324,76
2491471	125,147
2491472	152,147,192
2491473	125,326,147,164
2491474	90,2841,147
2491475	147,255
2491476	1609,147
2491477	125,147
2491478	147,1099
2491479	90,147
2491480	101,147,402,343
2491481	230,147
2491482	147,8
2491483	821,271,147
2491484	2642,212,147,782,868
2491485	301,821,147,217,271
2491486	221,1226,147,292
2491487	577,147
2491488	147,6
2491489	154,147,16,164
2491490	147,562
2491491	271,301,147,16
2491492	147,295,286,255
2491493	158,821,147
2491494	147,5
2491495	147,3433,1711,1057
2491496	147,258
2491497	301,147
2491498	203,301,139,446,305,821,2,147,271,265,321,562,16,33
2491499	147,125,1277,164
2491500	139,147
2491501	766,208,147,236
2491502	208,147
2491503	821,301,147
2491504	271,147
2491505	147,124
2491506	308,164,568,147,125
2491507	150,562,295,147
2491508	271,1226,147
2491509	14,54,546,147,69
2491510	2,139,147
2491511	821,147
2491512	821,292,147
2491513	893,147
2491514	147,388
2491515	821,271,147,16
2491516	107,147,81,278
2491517	2,147,164
2491518	1096,101,147,2288
2491519	85,279,147,192,60,1300
2491520	622,147,915,341,125
2491521	139,147
2491522	147,164
2491523	1822,598,132,821,305,2678,147,2062,208,667,507,1716,680,125
2491524	329,147,16,164
2491525	54,203,147,150
2491526	147,1040,16,124,177,66
2491527	271,147
2491528	147,16,66
2491529	147,696
2491530	2082,129,147
2491531	605,147,943
2491532	821,147,25,16,53
2491533	147,1085
2491534	147,154,391,5
2491535	1222,413,164,147,140
2491536	147,5
2491537	147,1085,164
2491538	147,217
2491539	1007,278,147,1085,492,5,1699
2491540	1226,147,271,562,16
2491541	147,686,932,398
2491542	221,147
2491543	147,619,5,281
2491544	125,147,164
2491545	85,390,646,147,53
2491546	147,124
2491547	101,320,147,402,1480
2491548	255,708,206,147,195,8,836,110,125
2491549	3,147,851,1127
2491550	147,44
2491551	363,230,160,147
2491552	125,147
2491553	336,203,139,147,271,129,187,208,16,124,2392,125,66
2491554	147,24
2491555	147,53
2491556	294,164,147,16,125
2491557	406,78,160,147
2491558	367,147
2491559	147,562
2491560	391,147,53
2491561	2199,174,147,159,281
2491562	821,271,147
2491563	821,147,271,221,125
2491564	147,85,520
2491565	1735,147,1300
2491566	278,147,271,33,258,53
2491567	164,78,95,147,825,1447,158,965,251
2491568	147,562
2491569	147,579
2491570	821,147
2491571	164,147,107,2552,125
2491572	147,893,295,507
2491573	376,134,147,1856,1636
2491574	895,142,759,150,874,147,355,1363
2491575	44,147,562,53,255
2491576	147,562,16,124
2491577	147,295,255
2491578	821,271,147
2491579	147,2199
2491580	44,1226,147,38,53,5,93
2491581	147,195,66
2491582	125,147
2491583	821,147,271,16,221
2491584	139,44,821,147,562,53
2491585	147,1363
2491586	147,265,304,507,118
2491587	821,147
2491588	164,150,147,623,16,48,66
2491589	42,147,963
2491590	147,562
2491591	14,821,147,562,112,66
2491592	125,147
2491593	206,147,439,857,1978
2491594	147,706
2491595	95,147
2491596	147,66,124
2491597	801,307,568,147,440,772,230,58,192,53,5
